# MCU Time(ns), ADC reading
5928860351562.000000,65535.000000
5928861389161.000000,65535.000000
5928862396241.000000,65535.000000
5928863403322.000000,65439.000000
5928864440920.000000,65535.000000
5928865448001.000000,65455.000000
5928866455081.000000,65503.000000
5928867492680.000000,65423.000000
5928868499760.000000,65535.000000
5928869506841.000000,65535.000000
5928870544439.000000,65535.000000
5928871551520.000000,65535.000000
5928872589118.000000,65535.000000
5928873596199.000000,65535.000000
5928874603279.000000,65423.000000
5928875640878.000000,65535.000000
5928876647958.000000,65471.000000
5928877655039.000000,65535.000000
5928878692637.000000,65535.000000
5928879699718.000000,65487.000000
5928880706798.000000,65535.000000
5928881744397.000000,65535.000000
5928882751477.000000,65535.000000
5928883789062.000000,65535.000000
5928884796143.000000,65455.000000
5928885833741.000000,65535.000000
5928886840822.000000,65535.000000
5928887847902.000000,65535.000000
5928888885501.000000,65535.000000
5928889892581.000000,65535.000000
5928890899662.000000,65535.000000
5928891937260.000000,65407.000000
5928892944341.000000,65535.000000
5928893951421.000000,65535.000000
5928894989020.000000,65535.000000
5928895996100.000000,65535.000000
5928897003181.000000,65519.000000
5928898040779.000000,65535.000000
5928899047860.000000,65455.000000
5928900085458.000000,65535.000000
5928901092539.000000,65535.000000
5928902099619.000000,65535.000000
5928903137218.000000,65503.000000
5928904144298.000000,65535.000000
5928905151379.000000,65487.000000
5928906188977.000000,65535.000000
5928907226562.000000,65471.000000
5928908233643.000000,65455.000000
5928909240723.000000,65535.000000
5928910278322.000000,65535.000000
5928911285402.000000,65503.000000
5928912292483.000000,65519.000000
5928913330081.000000,65535.000000
5928914337162.000000,65535.000000
5928915344242.000000,65535.000000
5928916381841.000000,65519.000000
5928917388921.000000,65311.000000
5928918396002.000000,65535.000000
5928919433600.000000,65455.000000
5928920440681.000000,65535.000000
5928921478279.000000,65535.000000
5928922485360.000000,65535.000000
5928923492440.000000,65535.000000
5928924530039.000000,65535.000000
5928925537119.000000,65535.000000
5928926544200.000000,65535.000000
5928927581798.000000,65535.000000
5928928588879.000000,65535.000000
5928929595959.000000,65535.000000
5928930633558.000000,65535.000000
5928931671143.000000,65535.000000
5928932678223.000000,65535.000000
5928933685304.000000,65535.000000
5928934722902.000000,65535.000000
5928935729983.000000,65535.000000
5928936737063.000000,65535.000000
5928937774662.000000,65535.000000
5928938781742.000000,65535.000000
5928939819341.000000,65535.000000
5928940856939.000000,65535.000000
5928941864020.000000,65055.000000
5928942871100.000000,64447.000000
5928943908699.000000,63791.000000
5928944915779.000000,62911.000000
5928945922860.000000,62303.000000
5928946960458.000000,61791.000000
5928947967539.000000,61422.000000
5928949005137.000000,60830.000000
5928950012218.000000,60158.000000
5928951019298.000000,59454.000000
5928952056897.000000,58862.000000
5928953063977.000000,58542.000000
5928954101562.000000,57870.000000
5928955108643.000000,57358.000000
5928956146241.000000,56925.000000
5928957153322.000000,56221.000000
5928958160402.000000,55773.000000
5928959198001.000000,55277.000000
5928960205081.000000,54637.000000
5928961242680.000000,54237.000000
5928962249760.000000,53677.000000
5928963256841.000000,53068.000000
5928964294439.000000,52668.000000
5928965301520.000000,52252.000000
5928966339118.000000,51788.000000
5928967346199.000000,51116.000000
5928968353279.000000,50652.000000
5928969390878.000000,50188.000000
5928970397958.000000,49980.000000
5928971405039.000000,49452.000000
5928972442637.000000,48731.000000
5928973449718.000000,48395.000000
5928974487316.000000,48187.000000
5928975494397.000000,47403.000000
5928976501477.000000,46955.000000
5928977539062.000000,46667.000000
5928978546143.000000,46235.000000
5928979583741.000000,45915.000000
5928980590822.000000,45515.000000
5928981628420.000000,44730.000000
5928982635501.000000,44714.000000
5928983642581.000000,44250.000000
5928984680180.000000,43850.000000
5928985687260.000000,43066.000000
5928986694341.000000,42954.000000
5928987731939.000000,42618.000000
5928988739020.000000,41946.000000
5928989746100.000000,41690.000000
5928990783699.000000,41402.000000
5928991790779.000000,41066.000000
5928992828378.000000,40393.000000
5928993835458.000000,40137.000000
5928994842539.000000,39897.000000
5928995880137.000000,39337.000000
5928996887218.000000,38969.000000
5928997894298.000000,38665.000000
5928998931897.000000,38201.000000
5929000396734.000000,38153.000000
5929001434332.000000,37593.000000
5929002441413.000000,37177.000000
5929003448493.000000,37065.000000
5929004455574.000000,36776.000000
5929005493172.000000,36328.000000
5929006500253.000000,35784.000000
5929007537851.000000,35768.000000
5929008544932.000000,35400.000000
5929009552012.000000,35144.000000
5929010589611.000000,34744.000000
5929011596691.000000,34424.000000
5929012603772.000000,33992.000000
5929013641370.000000,33720.000000
5929014678955.000000,33192.000000
5929015686036.000000,33016.000000
5929016693116.000000,32872.000000
5929017730715.000000,32311.000000
5929018737795.000000,32055.000000
5929019744876.000000,32023.000000
5929020782474.000000,31639.000000
5929021789555.000000,31271.000000
5929022827153.000000,30839.000000
5929023834234.000000,30887.000000
5929024841314.000000,30727.000000
5929025848395.000000,30039.000000
5929026885993.000000,30007.000000
5929027893074.000000,29719.000000
5929028900154.000000,29495.000000
5929029937753.000000,29191.000000
5929030944833.000000,28727.000000
5929031982432.000000,28566.000000
5929032989512.000000,28262.000000
5929033996593.000000,28022.000000
5929035034191.000000,27750.000000
5929036041272.000000,27542.000000
5929037078870.000000,27126.000000
5929038116455.000000,27110.000000
5929039123536.000000,26854.000000
5929040130616.000000,26534.000000
5929041168215.000000,26198.000000
5929042175295.000000,26102.000000
5929043182376.000000,25686.000000
5929044219974.000000,25446.000000
5929045227055.000000,25574.000000
5929046234135.000000,24982.000000
5929047271734.000000,24822.000000
5929048278814.000000,24598.000000
5929049285895.000000,24614.000000
5929050323493.000000,24261.000000
5929051330574.000000,23925.000000
5929052368172.000000,23797.000000
5929053375253.000000,23541.000000
5929054382333.000000,23477.000000
5929055419932.000000,23013.000000
5929056427012.000000,22757.000000
5929057464611.000000,22821.000000
5929058471691.000000,22661.000000
5929059478772.000000,22197.000000
5929060516370.000000,22229.000000
5929061553955.000000,21957.000000
5929062561036.000000,21765.000000
5929063568116.000000,21461.000000
5929064605715.000000,21365.000000
5929065612795.000000,21317.000000
5929066619876.000000,20757.000000
5929067657474.000000,20549.000000
5929068664555.000000,20709.000000
5929069671635.000000,20420.000000
5929070709234.000000,20180.000000
5929071716314.000000,19780.000000
5929072753913.000000,19940.000000
5929073760993.000000,19460.000000
5929074768074.000000,19524.000000
5929075805672.000000,19236.000000
5929076812753.000000,19124.000000
5929077819833.000000,19156.000000
5929078857432.000000,18740.000000
5929079864512.000000,18564.000000
5929080871593.000000,18548.000000
5929081909191.000000,18260.000000
5929082916272.000000,18276.000000
5929083923352.000000,17844.000000
5929084960937.000000,17732.000000
5929085998536.000000,17652.000000
5929087005616.000000,17316.000000
5929088012697.000000,17220.000000
5929089050295.000000,17188.000000
5929090057376.000000,16884.000000
5929091064456.000000,16836.000000
5929092102055.000000,16548.000000
5929093109135.000000,16468.000000
5929094116216.000000,16147.000000
5929095153814.000000,16259.000000
5929096160895.000000,16019.000000
5929097167975.000000,15715.000000
5929098205574.000000,15891.000000
5929099212654.000000,15731.000000
5929100250253.000000,15315.000000
5929101257333.000000,15379.000000
5929102264414.000000,14979.000000
5929103302012.000000,14979.000000
5929104309093.000000,14723.000000
5929105346691.000000,14563.000000
5929106353772.000000,14675.000000
5929107360852.000000,14563.000000
5929108398437.000000,14515.000000
5929109436036.000000,14083.000000
5929110443116.000000,14275.000000
5929111450197.000000,13891.000000
5929112487795.000000,13843.000000
5929113494876.000000,14051.000000
5929114501956.000000,13507.000000
5929115539555.000000,13555.000000
5929116546635.000000,13251.000000
5929117553716.000000,13395.000000
5929118591314.000000,13235.000000
5929119598395.000000,13123.000000
5929120635993.000000,12803.000000
5929121643074.000000,12755.000000
5929122650154.000000,12691.000000
5929123687753.000000,12515.000000
5929124694833.000000,12643.000000
5929125701914.000000,12387.000000
5929126739512.000000,12307.000000
5929127746593.000000,12018.000000
5929128753673.000000,11986.000000
5929129791272.000000,11954.000000
5929130798352.000000,12034.000000
5929131835937.000000,11778.000000
5929132843018.000000,11842.000000
5929133880616.000000,11474.000000
5929134887697.000000,11458.000000
5929135925295.000000,11490.000000
5929136932376.000000,11266.000000
5929137939456.000000,11122.000000
5929138977055.000000,11074.000000
5929139984135.000000,10786.000000
5929140991216.000000,10978.000000
5929142028814.000000,10562.000000
5929143035895.000000,10722.000000
5929144042975.000000,10674.000000
5929145080574.000000,10530.000000
5929146087654.000000,10290.000000
5929147094735.000000,10130.000000
5929148132333.000000,10274.000000
5929149139414.000000,10258.000000
5929150177012.000000,10018.000000
5929151184093.000000,9970.000000
5929152191173.000000,9666.000000
5929153228772.000000,9746.000000
5929154235852.000000,9682.000000
5929155273437.000000,9602.000000
5929156311036.000000,9522.000000
5929157318116.000000,9218.000000
5929158325197.000000,9138.000000
5929159362795.000000,9090.000000
5929160369876.000000,9282.000000
5929161376956.000000,9218.000000
5929162414555.000000,9106.000000
5929163421635.000000,8834.000000
5929164459234.000000,8866.000000
5929165466314.000000,8658.000000
5929166473395.000000,8770.000000
5929167510993.000000,8610.000000
5929168518074.000000,8386.000000
5929169525154.000000,8338.000000
5929170562753.000000,8290.000000
5929171569833.000000,8161.000000
5929172576914.000000,8097.000000
5929173614512.000000,8226.000000
5929174621593.000000,8113.000000
5929175628673.000000,7905.000000
5929176666272.000000,7825.000000
5929177673352.000000,7969.000000
5929177734375.000000,7857.000000
5929178741455.000000,7665.000000
5929179779054.000000,7649.000000
5929180786134.000000,7409.000000
5929181823733.000000,7633.000000
5929182830813.000000,7505.000000
5929183837894.000000,7601.000000
5929184875492.000000,7329.000000
5929185882573.000000,7201.000000
5929186889653.000000,7329.000000
5929187927252.000000,7345.000000
5929188934332.000000,7281.000000
5929189941413.000000,7137.000000
5929190979011.000000,6833.000000
5929191986092.000000,7057.000000
5929192993172.000000,7025.000000
5929194030771.000000,6897.000000
5929195037851.000000,6881.000000
5929196044932.000000,6817.000000
5929197082530.000000,6529.000000
5929198089611.000000,6625.000000
5929199127209.000000,6497.000000
5929200134290.000000,6609.000000
5929201171875.000000,6337.000000
5929202178955.000000,6465.000000
5929203216554.000000,6417.000000
5929204223634.000000,6273.000000
5929205230715.000000,6081.000000
5929206237795.000000,6321.000000
5929207275394.000000,6209.000000
5929208282474.000000,6161.000000
5929209320073.000000,6161.000000
5929210327153.000000,6081.000000
5929211334234.000000,5889.000000
5929212371832.000000,5729.000000
5929213378913.000000,5857.000000
5929214416511.000000,5857.000000
5929215423592.000000,5521.000000
5929216430672.000000,5521.000000
5929217468271.000000,5585.000000
5929218475351.000000,5665.000000
5929219482432.000000,5345.000000
5929220520030.000000,5505.000000
5929221527111.000000,5297.000000
5929222534191.000000,5281.000000
5929223571790.000000,5233.000000
5929224609375.000000,5313.000000
5929225616455.000000,5009.000000
5929226623536.000000,5297.000000
5929227661134.000000,4993.000000
5929228668215.000000,5281.000000
5929229675295.000000,5089.000000
5929230712894.000000,4897.000000
5929231719974.000000,4945.000000
5929232757573.000000,4913.000000
5929233764653.000000,4945.000000
5929234771734.000000,4897.000000
5929235809332.000000,4657.000000
5929236816413.000000,4817.000000
5929237854011.000000,4577.000000
5929238861092.000000,4657.000000
5929239868172.000000,4433.000000
5929240905771.000000,4513.000000
5929241912851.000000,4465.000000
5929242919932.000000,4529.000000
5929243957530.000000,4225.000000
5929244964611.000000,4321.000000
5929246002209.000000,4305.000000
5929247009290.000000,4257.000000
5929248046875.000000,4177.000000
5929249053955.000000,4113.000000
5929250091554.000000,4337.000000
5929251098634.000000,4257.000000
5929252105715.000000,4257.000000
5929253143313.000000,4000.000000
5929254150394.000000,4177.000000
5929255157474.000000,4064.000000
5929256195073.000000,4048.000000
5929257202153.000000,4129.000000
5929258239752.000000,4097.000000
5929259246832.000000,3920.000000
5929260253913.000000,3936.000000
5929261291511.000000,3760.000000
5929262298592.000000,3808.000000
5929263305672.000000,3760.000000
5929264343271.000000,3520.000000
5929265350351.000000,3664.000000
5929266357432.000000,3680.000000
5929267395030.000000,3728.000000
5929268402111.000000,3504.000000
5929269439709.000000,3760.000000
5929270446790.000000,3536.000000
5929271484375.000000,3376.000000
5929272491455.000000,3552.000000
5929273529054.000000,3616.000000
5929274536134.000000,3376.000000
5929275573733.000000,3312.000000
5929276580813.000000,3456.000000
5929277587894.000000,3280.000000
5929278625492.000000,3216.000000
5929279632573.000000,3472.000000
5929280639653.000000,3184.000000
5929281677252.000000,3200.000000
5929282684332.000000,3200.000000
5929283691413.000000,3408.000000
5929284729011.000000,3200.000000
5929285736092.000000,3184.000000
5929286743172.000000,2976.000000
5929287780771.000000,3136.000000
5929288787851.000000,3056.000000
5929289825450.000000,2944.000000
5929290832530.000000,3104.000000
5929291839611.000000,2912.000000
5929292877209.000000,2880.000000
5929293884290.000000,2880.000000
5929294921875.000000,2976.000000
5929295928955.000000,2768.000000
5929296966554.000000,2832.000000
5929297973634.000000,2736.000000
5929298980715.000000,2672.000000
5929300018313.000000,2704.000000
5929301025394.000000,2688.000000
5929302062992.000000,2800.000000
5929303070073.000000,2640.000000
5929304077153.000000,2560.000000
5929305114752.000000,2624.000000
5929306121832.000000,2480.000000
5929307128913.000000,2368.000000
5929308166511.000000,2736.000000
5929309173592.000000,2752.000000
5929310180672.000000,2560.000000
5929311187753.000000,2624.000000
5929312225351.000000,2704.000000
5929313232432.000000,2368.000000
5929314270030.000000,2688.000000
5929315277111.000000,2512.000000
5929316284191.000000,2560.000000
5929317321790.000000,2432.000000
5929318328870.000000,2448.000000
5929319366455.000000,2368.000000
5929320373536.000000,2480.000000
5929321411134.000000,2304.000000
5929322418215.000000,2400.000000
5929323425295.000000,2368.000000
5929324462894.000000,2256.000000
5929325469974.000000,2448.000000
5929326477055.000000,2320.000000
5929327514653.000000,2336.000000
5929328521734.000000,2080.000000
5929329559332.000000,2176.000000
5929330566413.000000,2224.000000
5929331573493.000000,2096.000000
5929332611092.000000,2256.000000
5929333618172.000000,2128.000000
5929334625253.000000,2192.000000
5929335662851.000000,2016.000000
5929336669932.000000,2160.000000
5929337677012.000000,1984.000000
5929338714611.000000,2016.000000
5929339721691.000000,2016.000000
5929340728772.000000,2208.000000
5929341766370.000000,2000.000000
5929342803955.000000,1984.000000
5929343811036.000000,2192.000000
5929344818116.000000,2128.000000
5929345855715.000000,2016.000000
5929346862795.000000,1824.000000
5929347900394.000000,1808.000000
5929348907474.000000,1760.000000
5929349914555.000000,2016.000000
5929350952153.000000,1888.000000
5929351959234.000000,1968.000000
5929352966314.000000,1840.000000
5929354003913.000000,1808.000000
5929355010993.000000,1712.000000
5929356048592.000000,1632.000000
5929357055672.000000,1632.000000
5929358062753.000000,1792.000000
5929359100351.000000,1632.000000
5929360107432.000000,1616.000000
5929361145030.000000,1776.000000
5929362152111.000000,1632.000000
5929363159191.000000,1760.000000
5929364196790.000000,1552.000000
5929365234375.000000,1584.000000
5929366241455.000000,1440.000000
5929367248536.000000,1520.000000
5929368286134.000000,1584.000000
5929369293215.000000,1824.000000
5929370300295.000000,1424.000000
5929371337894.000000,1648.000000
5929372344974.000000,1440.000000
5929373382573.000000,1728.000000
5929374389653.000000,1456.000000
5929375396734.000000,1568.000000
5929376434332.000000,1456.000000
5929377441413.000000,1568.000000
5929378448493.000000,1440.000000
5929379486092.000000,1488.000000
5929380493172.000000,1536.000000
5929381500253.000000,1408.000000
5929382537851.000000,1472.000000
5929383544932.000000,1680.000000
5929384582530.000000,1264.000000
5929385589611.000000,1536.000000
5929386596691.000000,1456.000000
5929387634290.000000,1296.000000
5929388671875.000000,1280.000000
5929389678955.000000,1344.000000
5929390686036.000000,1200.000000
5929391723634.000000,1520.000000
5929392730715.000000,1216.000000
5929393768313.000000,1424.000000
5929394775394.000000,1248.000000
5929395782474.000000,1280.000000
5929396820073.000000,1328.000000
5929397827153.000000,1312.000000
5929398834234.000000,1024.000000
5929399871832.000000,1456.000000
5929400878913.000000,1440.000000
5929401916511.000000,1264.000000
5929402923592.000000,1376.000000
5929403930672.000000,1328.000000
5929404968271.000000,1392.000000
5929405975351.000000,1408.000000
5929406982432.000000,1184.000000
5929408020030.000000,1264.000000
5929409027111.000000,1120.000000
5929410034191.000000,1152.000000
5929411071790.000000,1120.000000
5929412109375.000000,1168.000000
5929413116455.000000,1264.000000
5929414154054.000000,1024.000000
5929415161134.000000,1280.000000
5929416168215.000000,1040.000000
5929417205813.000000,1056.000000
5929418212894.000000,1344.000000
5929419219974.000000,928.000000
5929420257573.000000,1056.000000
5929421264653.000000,1312.000000
5929422271734.000000,944.000000
5929423309332.000000,1056.000000
5929424316413.000000,1024.000000
5929425354011.000000,1168.000000
5929426361092.000000,1168.000000
5929427368172.000000,1200.000000
5929428405771.000000,1040.000000
5929429412851.000000,896.000000
5929430450450.000000,944.000000
5929431457530.000000,1056.000000
5929432464611.000000,1024.000000
5929433502209.000000,1072.000000
5929434509290.000000,1216.000000
5929435546875.000000,1056.000000
5929436553955.000000,960.000000
5929437591554.000000,864.000000
5929438598634.000000,832.000000
5929439605715.000000,1120.000000
5929440643313.000000,1088.000000
5929441650394.000000,1120.000000
5929442657474.000000,944.000000
5929443695073.000000,800.000000
5929444702153.000000,1008.000000
5929445739752.000000,912.000000
5929446746832.000000,1056.000000
5929447753913.000000,960.000000
5929448791511.000000,1024.000000
5929449798592.000000,1040.000000
5929450805672.000000,848.000000
5929451843271.000000,800.000000
5929452850351.000000,896.000000
5929453857432.000000,768.000000
5929454895030.000000,944.000000
5929455902111.000000,800.000000
5929456909191.000000,688.000000
5929457946790.000000,912.000000
5929458984375.000000,816.000000
5929459991455.000000,720.000000
5929460998536.000000,864.000000
5929462036134.000000,816.000000
5929463043215.000000,720.000000
5929464050295.000000,976.000000
5929465087894.000000,960.000000
5929466094974.000000,736.000000
5929467132573.000000,704.000000
5929468139653.000000,848.000000
5929469146734.000000,704.000000
5929470184332.000000,960.000000
5929471191413.000000,896.000000
5929472198493.000000,896.000000
5929473236092.000000,896.000000
5929474243172.000000,848.000000
5929475250253.000000,688.000000
5929476287851.000000,880.000000
5929477294932.000000,736.000000
5929478302012.000000,784.000000
5929479339611.000000,752.000000
5929480346691.000000,544.000000
5929481384290.000000,544.000000
5929482391370.000000,816.000000
5929483428955.000000,768.000000
5929484436036.000000,640.000000
5929485443116.000000,576.000000
5929486480715.000000,592.000000
5929487487795.000000,800.000000
5929488525394.000000,592.000000
5929489532474.000000,656.000000
5929490539555.000000,800.000000
5929491577153.000000,784.000000
5929492584234.000000,784.000000
5929493591314.000000,592.000000
5929494628913.000000,576.000000
5929495635993.000000,640.000000
5929496673592.000000,864.000000
5929497680672.000000,480.000000
5929498687753.000000,640.000000
5929499725351.000000,496.000000
5929500732432.000000,800.000000
5929501190188.000000,768.000000
5929502136233.000000,768.000000
5929503143313.000000,784.000000
5929504180912.000000,512.000000
5929505187992.000000,496.000000
5929506195073.000000,464.000000
5929507232671.000000,640.000000
5929508239752.000000,656.000000
5929509246832.000000,784.000000
5929510284431.000000,624.000000
5929511291511.000000,496.000000
5929512298592.000000,560.000000
5929513336190.000000,672.000000
5929514343271.000000,640.000000
5929515350351.000000,512.000000
5929516387950.000000,800.000000
5929517395030.000000,464.000000
5929518402111.000000,800.000000
5929519439709.000000,752.000000
5929520446790.000000,432.000000
5929521484375.000000,576.000000
5929522491455.000000,480.000000
5929523529054.000000,416.000000
5929524536134.000000,544.000000
5929525543215.000000,672.000000
5929526580813.000000,496.000000
5929527587894.000000,400.000000
5929528625492.000000,640.000000
5929529632573.000000,416.000000
5929530639653.000000,416.000000
5929531677252.000000,736.000000
5929532684332.000000,656.000000
5929533691413.000000,464.000000
5929534729011.000000,688.000000
5929535736092.000000,448.000000
5929536773690.000000,496.000000
5929537780771.000000,720.000000
5929538787851.000000,432.000000
5929539825450.000000,368.000000
5929540832530.000000,560.000000
5929541839611.000000,400.000000
5929542877209.000000,592.000000
5929543884290.000000,400.000000
5929544921875.000000,448.000000
5929545928955.000000,432.000000
5929546966554.000000,464.000000
5929547973634.000000,448.000000
5929549011233.000000,768.000000
5929550018313.000000,400.000000
5929551025394.000000,496.000000
5929552032474.000000,384.000000
5929553070073.000000,336.000000
5929554077153.000000,512.000000
5929555114752.000000,608.000000
5929556121832.000000,336.000000
5929557128913.000000,240.000000
5929558166511.000000,416.000000
5929559173592.000000,576.000000
5929560180672.000000,416.000000
5929561218271.000000,672.000000
5929562225351.000000,448.000000
5929563232432.000000,560.000000
5929564270030.000000,528.000000
5929565277111.000000,336.000000
5929566284191.000000,480.000000
5929567321790.000000,288.000000
5929568359375.000000,608.000000
5929569366455.000000,640.000000
5929570373536.000000,528.000000
5929571411134.000000,480.000000
5929572418215.000000,384.000000
5929573425295.000000,480.000000
5929574462894.000000,496.000000
5929575469974.000000,368.000000
5929576477055.000000,480.000000
5929577514653.000000,608.000000
5929578521734.000000,368.000000
5929579528814.000000,608.000000
5929580566413.000000,464.000000
5929581573493.000000,496.000000
5929582611092.000000,336.000000
5929583618172.000000,448.000000
5929584625253.000000,624.000000
5929585662851.000000,624.000000
5929586669932.000000,416.000000
5929587677012.000000,528.000000
5929588714611.000000,336.000000
5929589721691.000000,512.000000
5929590759290.000000,272.000000
5929591796875.000000,512.000000
5929592803955.000000,560.000000
5929593811036.000000,528.000000
5929594848634.000000,544.000000
5929595855715.000000,528.000000
5929596862795.000000,272.000000
5929597900394.000000,384.000000
5929598907474.000000,544.000000
5929599945073.000000,336.000000
5929600952153.000000,560.000000
5929601959234.000000,432.000000
5929602996832.000000,240.000000
5929604003913.000000,368.000000
5929605010993.000000,304.000000
5929606048592.000000,352.000000
5929607055672.000000,208.000000
5929608093271.000000,288.000000
5929609100351.000000,512.000000
5929610107432.000000,400.000000
5929620025647.000000,272.000000
5929621063245.000000,272.000000
5929622070312.000000,496.000000
5929623107911.000000,336.000000
5929624114991.000000,464.000000
5929625122072.000000,416.000000
5929626159670.000000,416.000000
5929627166751.000000,208.000000
5929628204349.000000,512.000000
5929629211430.000000,304.000000
5929630218510.000000,336.000000
5929631256109.000000,432.000000
5929632263189.000000,464.000000
5929633270270.000000,464.000000
5929634307868.000000,304.000000
5929635314949.000000,544.000000
5929636352547.000000,352.000000
5929637359628.000000,528.000000
5929638366708.000000,448.000000
5929639404307.000000,320.000000
5929640411387.000000,576.000000
5929641418468.000000,208.000000
5929642456066.000000,512.000000
5929643463147.000000,384.000000
5929644500745.000000,432.000000
5929645507812.000000,320.000000
5929646545411.000000,256.000000
5929647552491.000000,176.000000
5929648590090.000000,464.000000
5929649597170.000000,288.000000
5929650604251.000000,416.000000
5929651641849.000000,160.000000
5929652648930.000000,384.000000
5929653686528.000000,368.000000
5929654693609.000000,448.000000
5929655700689.000000,256.000000
5929656738288.000000,464.000000
5929657745368.000000,432.000000
5929658752449.000000,304.000000
5929659790047.000000,160.000000
5929660797128.000000,416.000000
5929661834726.000000,448.000000
5929662841807.000000,352.000000
5929663848887.000000,176.000000
5929664886486.000000,384.000000
5929665893566.000000,192.000000
5929666900647.000000,272.000000
5929667938245.000000,256.000000
5929668975830.000000,320.000000
5929669982911.000000,256.000000
5929670989991.000000,160.000000
5929672027590.000000,224.000000
5929673034670.000000,256.000000
5929674072269.000000,176.000000
5929675079349.000000,432.000000
5929676086430.000000,512.000000
5929677124028.000000,464.000000
5929678131109.000000,416.000000
5929679168707.000000,256.000000
5929680175788.000000,400.000000
5929681182868.000000,176.000000
5929682220467.000000,384.000000
5929683227547.000000,464.000000
5929684234628.000000,368.000000
5929685272226.000000,208.000000
5929686279307.000000,304.000000
5929687316905.000000,336.000000
5929688323986.000000,160.000000
5929689331066.000000,224.000000
5929690368665.000000,208.000000
5929691375745.000000,160.000000
5929692413330.000000,320.000000
5929693420411.000000,384.000000
5929694458009.000000,352.000000
5929695465090.000000,112.000000
5929696472170.000000,288.000000
5929697509769.000000,224.000000
5929698516849.000000,256.000000
5929699523930.000000,96.000000
5929700561528.000000,160.000000
5929701568609.000000,432.000000
5929702575689.000000,224.000000
5929703613288.000000,256.000000
5929704620368.000000,432.000000
5929705657967.000000,336.000000
5929706665047.000000,352.000000
5929707672128.000000,96.000000
5929708709726.000000,352.000000
5929709716807.000000,272.000000
5929710723887.000000,224.000000
5929711761486.000000,352.000000
5929712768566.000000,352.000000
5929713775647.000000,224.000000
5929714813245.000000,160.000000
5929715850830.000000,96.000000
5929716857911.000000,256.000000
5929717864991.000000,336.000000
5929718902590.000000,352.000000
5929719909670.000000,256.000000
5929720916751.000000,304.000000
5929721954349.000000,224.000000
5929722961430.000000,224.000000
5929723999028.000000,416.000000
5929725006109.000000,336.000000
5929726013189.000000,320.000000
5929727050788.000000,256.000000
5929728057868.000000,96.000000
5929729064949.000000,288.000000
5929730102547.000000,416.000000
5929731109628.000000,400.000000
5929732147226.000000,160.000000
5929733154307.000000,384.000000
5929734161387.000000,368.000000
5929735198986.000000,384.000000
5929736206066.000000,224.000000
5929737213147.000000,112.000000
5929738250745.000000,128.000000
5929739288330.000000,256.000000
5929740295411.000000,80.000000
5929741302491.000000,256.000000
5929742340090.000000,128.000000
5929743347170.000000,304.000000
5929744354251.000000,336.000000
5929745391849.000000,336.000000
5929746398930.000000,176.000000
5929747436528.000000,224.000000
5929748443609.000000,384.000000
5929749450689.000000,128.000000
5929750488288.000000,304.000000
5929751495368.000000,80.000000
5929752502449.000000,144.000000
5929753540047.000000,256.000000
5929754547128.000000,336.000000
5929755554208.000000,384.000000
5929756591807.000000,336.000000
5929757598887.000000,160.000000
5929758636486.000000,80.000000
5929759643566.000000,352.000000
5929760650647.000000,192.000000
5929761688245.000000,112.000000
5929762695312.000000,432.000000
5929763732911.000000,160.000000
5929764739991.000000,272.000000
5929765747072.000000,368.000000
5929766784670.000000,224.000000
5929767791751.000000,224.000000
5929768798831.000000,224.000000
5929769836430.000000,304.000000
5929770843510.000000,336.000000
5929771881109.000000,352.000000
5929772888189.000000,176.000000
5929773895270.000000,288.000000
5929774932868.000000,384.000000
5929775939949.000000,208.000000
5929776947029.000000,384.000000
5929777984628.000000,96.000000
5929778991708.000000,256.000000
5929779998789.000000,368.000000
5929781036387.000000,304.000000
5929782043468.000000,208.000000
5929783050548.000000,128.000000
5929784088147.000000,160.000000
5929785095227.000000,160.000000
5929786132812.000000,368.000000
5929787139893.000000,208.000000
5929788177491.000000,160.000000
5929789184572.000000,352.000000
5929790191652.000000,352.000000
5929791229251.000000,160.000000
5929792236331.000000,336.000000
5929793243412.000000,32.000000
5929794281010.000000,336.000000
5929795288091.000000,224.000000
5929796325689.000000,80.000000
5929797332770.000000,96.000000
5929798339850.000000,64.000000
5929799377449.000000,144.000000
5929800384529.000000,272.000000
5929801422128.000000,576.000000
5929802429208.000000,144.000000
5929803436289.000000,176.000000
5929804473887.000000,192.000000
5929805480968.000000,224.000000
5929806488048.000000,128.000000
5929807525647.000000,112.000000
5929808532727.000000,176.000000
5929809570312.000000,400.000000
5929810577393.000000,192.000000
5929811614991.000000,192.000000
5929812622072.000000,224.000000
5929813629152.000000,80.000000
5929814666751.000000,64.000000
5929815673831.000000,320.000000
5929816680912.000000,160.000000
5929817718510.000000,160.000000
5929818725591.000000,288.000000
5929819732671.000000,160.000000
5929820770270.000000,256.000000
5929821777350.000000,160.000000
5929822814949.000000,400.000000
5929823822029.000000,224.000000
5929824829110.000000,352.000000
5929825866708.000000,352.000000
5929826873789.000000,48.000000
5929827880869.000000,160.000000
5929828918468.000000,176.000000
5929829925548.000000,320.000000
5929830932629.000000,320.000000
5929831970227.000000,0.000000
5929833007812.000000,144.000000
5929834014893.000000,48.000000
5929835021973.000000,416.000000
5929836059572.000000,128.000000
5929837066652.000000,288.000000
5929838073733.000000,160.000000
5929839111331.000000,64.000000
5929840118412.000000,176.000000
5929841156010.000000,384.000000
5929842163091.000000,0.000000
5929843170171.000000,96.000000
